State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,17/06/2025,2274,2998,2733
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,03/08/2025,2872,5026,3761
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,16/04/2025,5150,7044,5638
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,14/04/2025,4284,5471,4831
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,02/02/2025,2551,3292,2929
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,25/08/2025,1951,2470,2174
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,08/03/2026,3398,5179,4198
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,02/04/2025,2764,3660,3083
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,19/10/2025,2283,2727,2566
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,03/10/2025,2548,3439,2731
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,30/07/2025,2222,3483,2583
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,28/01/2026,4340,5735,5217
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,14/01/2025,1961,2813,2207
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,24/07/2025,2809,3568,3388
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,10/12/2025,1347,1703,1591
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,13/08/2025,2355,3356,2577
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,21/02/2025,3348,5499,4322
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,26/01/2026,2516,3697,3128
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,18/01/2025,3302,4560,3856
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,20/12/2025,1784,2466,2346
Uttar Pradesh,Agra,Agra Market,Tomato,Hybrid,Non-FAQ,11/07/2025,2031,2712,2572
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,25/02/2026,1358,1715,1537
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,27/03/2025,2746,4171,3222
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,17/04/2025,4525,6432,5459
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,02/07/2025,1223,2025,1625
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,23/08/2025,1752,2253,1988
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,04/02/2025,1899,2921,2282
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,02/10/2025,2959,3866,3167
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,16/06/2025,4393,6192,4941
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,31/03/2025,1575,1947,1700
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,21/06/2025,1476,1875,1583
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,28/10/2025,3067,4304,4075
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,13/01/2026,2144,2883,2685
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,01/06/2025,1810,2726,2194
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,26/03/2026,3025,4667,3755
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,21/02/2026,2734,4724,3623
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,16/04/2025,2600,3488,2792
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,23/03/2026,4078,5923,5008
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,09/09/2025,3163,4976,4012
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,16/02/2025,2119,3176,2465
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,10/02/2025,3939,5134,4671
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,01/04/2025,2254,3400,2781
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,18/03/2026,1436,2515,1875
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,30/08/2025,1816,2711,2134
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,26/01/2026,1831,2541,1989
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,08/01/2026,3577,4944,4331
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,07/11/2025,3318,5138,4064
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,03/01/2025,1872,2792,2203
Uttar Pradesh,Kanpur,Naveen Market,Wheat,Sharbati,FAQ,22/07/2025,2115,3069,2565
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,30/03/2026,2341,2920,2506
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,26/01/2026,2160,3570,2697
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,30/12/2025,3943,5592,4442
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,12/01/2026,2098,3292,2482
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,07/12/2025,2832,4190,3531
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,07/05/2025,1489,2063,1584
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,17/02/2025,5766,7223,6178
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,11/04/2026,3872,6027,4640
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,30/09/2025,3232,4467,3911
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,22/11/2025,1631,2321,1794
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,23/07/2025,2437,3570,3244
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,05/02/2025,1844,2600,2213
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,01/04/2025,2359,2938,2649
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,18/10/2025,1847,2505,2347
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,07/04/2026,1588,2508,1895
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,31/05/2025,1346,1857,1737
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,06/09/2025,1685,2337,2188
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,19/04/2025,1566,2565,2084
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,23/01/2026,2139,2971,2559
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,03/05/2025,5703,7515,6459
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,19/06/2025,4382,7655,5839
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,05/11/2025,1329,2073,1553
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,13/11/2025,2233,2911,2417
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,23/11/2025,1822,2106,1997
Karnataka,Bengaluru,Yeshwanthpur Market,Apple,Royal,FAQ,12/01/2026,4725,6940,5633
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,08/08/2025,1340,1704,1429
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,17/07/2025,2263,3135,2869
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,12/09/2025,1876,2899,2316
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,04/04/2026,2221,3589,2874
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,29/03/2025,2657,3244,3013
Uttar Pradesh,Agra,Agra Market,Tomato,Hybrid,Non-FAQ,17/06/2025,2497,3086,2765
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,05/03/2025,3647,4839,3903
Uttar Pradesh,Agra,Agra Market,Apple,Royal,FAQ,21/12/2025,4159,6400,5234
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,25/06/2025,2834,4030,3172
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,30/04/2025,4249,5915,5496
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,31/10/2025,2975,3590,3310
Karnataka,Bengaluru,Yeshwanthpur Market,Apple,Royal,FAQ,10/06/2025,5250,6373,6067
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,18/07/2025,4627,6592,5686
Tamil Nadu,Chennai,Koyambedu Market,Rice,Basmati,FAQ,06/12/2025,3634,5346,4575
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,16/03/2025,1443,1990,1784
Tamil Nadu,Coimbatore,Mettupalayam Yard,Tomato,Hybrid,Non-FAQ,04/11/2025,1963,2848,2183
Tamil Nadu,Chennai,Koyambedu Market,Rice,Basmati,FAQ,13/06/2025,3856,4422,4068
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,01/03/2026,2915,4833,3607
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,28/02/2026,2845,4116,3094
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,02/02/2026,4801,6614,5665
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,08/10/2025,1324,1891,1587
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,06/02/2025,2172,3390,2693
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,09/03/2025,1800,2595,1982
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,02/12/2025,1735,2809,2232
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,22/04/2025,2378,3753,3014
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,07/02/2026,3450,5909,4426
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,19/02/2025,1656,2615,1961
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,11/08/2025,3786,5065,4325
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,23/07/2025,2030,3057,2288
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,21/12/2025,5589,6808,6322
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,20/11/2025,1175,1550,1428
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,25/11/2025,2053,2547,2410
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,22/12/2025,1447,1759,1593
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,20/10/2025,924,1433,1134
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,21/02/2026,2496,3901,3012
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,23/09/2025,1509,2280,1760
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,21/01/2026,4787,5892,5430
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,12/10/2025,1312,1714,1615
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,24/03/2025,2619,4170,3269
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,02/06/2025,3548,4861,4131
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,03/06/2025,1996,2809,2126
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,23/10/2025,1775,2891,2185
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,20/02/2025,2902,4057,3824
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,03/03/2026,4553,7125,5862
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,07/03/2025,1451,2112,1739
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,08/04/2026,2946,4670,3503
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,15/03/2025,2876,4780,3765
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,10/07/2025,2738,3746,3113
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,20/03/2025,5194,6660,5724
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,19/05/2025,1356,2133,1757
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,15/02/2025,2852,3953,3493
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,20/02/2025,1863,2298,1975
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,27/09/2025,1848,2953,2278
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,28/06/2025,4233,5574,4586
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,29/03/2025,1787,2191,1985
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,31/10/2025,1435,2298,1909
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,13/07/2025,1878,3099,2338
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,03/02/2026,3110,4502,3568
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,13/02/2026,1351,2236,1674
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,22/11/2025,1420,1771,1512
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,10/02/2025,2535,3425,3177
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,16/01/2026,1802,2489,1926
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,18/09/2025,2492,3846,3207
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,08/01/2025,2439,3333,2617
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,01/10/2025,2500,3980,3130
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,18/08/2025,3826,5684,4324
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,08/02/2025,2034,3028,2620
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,14/07/2025,1909,2329,2023
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,04/10/2025,4822,5950,5233
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,20/04/2025,1200,1600,1370
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,02/04/2026,2509,3423,2960
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,02/06/2025,1030,1807,1372
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,05/01/2025,1124,1424,1325
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,05/03/2025,2305,3930,3069
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,22/07/2025,1779,2850,2163
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,13/08/2025,1425,1857,1701
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,03/07/2025,1706,2072,1913
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,22/07/2025,1829,2374,2241
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,07/12/2025,2200,3403,2844
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,20/01/2026,1601,2075,1729
Tamil Nadu,Coimbatore,Mettupalayam Yard,Tomato,Hybrid,Non-FAQ,26/02/2025,2828,3386,3113
Karnataka,Bengaluru,Yeshwanthpur Market,Apple,Royal,FAQ,17/12/2025,4491,5845,5071
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,03/09/2025,1650,2490,1948
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,19/09/2025,2074,2790,2573
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,25/02/2026,3200,4868,3789
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,14/03/2026,2669,3405,3044
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,21/05/2025,2126,2676,2272
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,19/03/2026,1599,2197,1924
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,22/06/2025,1840,2843,2414
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,18/05/2025,1781,2398,1898
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,04/04/2025,1354,2267,1781
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,24/05/2025,2236,3210,2904
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,05/06/2025,1121,1592,1269
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,15/01/2026,1572,2146,1750
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,29/11/2025,1894,2352,2186
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,16/01/2026,2859,5056,3772
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,27/12/2025,1927,3336,2504
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,07/01/2026,1430,1919,1586
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,09/04/2025,2398,3541,2688
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,18/08/2025,1016,1551,1314
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,15/09/2025,3171,4584,4049
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,17/10/2025,1346,1578,1426
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,30/09/2025,2984,3474,3160
West Bengal,Malda,Malda Yard,Rice,Basmati,FAQ,04/02/2026,4268,5446,4898
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,22/04/2025,3734,6600,4968
West Bengal,Malda,Malda Yard,Rice,Basmati,FAQ,29/12/2025,3809,6203,4751
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,02/03/2025,3337,4931,4397
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,20/04/2026,1405,1619,1520
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,01/03/2025,3399,5108,4148
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,28/12/2025,1709,2320,2129
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,30/01/2025,1180,1814,1569
Tamil Nadu,Coimbatore,Mettupalayam Yard,Tomato,Hybrid,Non-FAQ,12/05/2025,2581,4044,3010
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,17/01/2026,3631,4358,3867
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,15/08/2025,3458,5269,4303
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,29/04/2025,2421,3167,2894
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,03/04/2025,2431,2936,2663
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,03/04/2025,2891,4213,3834
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,08/11/2025,2198,3325,2823
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,06/01/2026,1855,2677,2072
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,16/07/2025,1759,2458,1922
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,08/05/2025,2288,3792,2848
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,05/01/2025,4906,8083,6361
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,13/03/2025,2394,3284,2776
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,03/09/2025,844,1395,1110
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,27/02/2026,1614,2031,1880
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,13/04/2026,1600,2345,2012
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,17/04/2026,2695,4287,3260
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,26/02/2025,2363,2848,2511
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,04/07/2025,1806,2550,1934
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,08/08/2025,1900,2739,2185
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,23/02/2026,4398,5379,4755
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,20/02/2026,1727,2443,1899
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,17/03/2025,1409,2026,1576
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,23/10/2025,1439,1758,1608
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,28/01/2026,2160,3125,2655
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,11/02/2026,4104,7036,5278
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,09/10/2025,1832,2587,2139
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,25/10/2025,1496,2245,1750
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,14/02/2025,2516,4520,3353
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,31/08/2025,4040,4618,4325
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,11/03/2026,6509,8110,7124
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,18/04/2025,2307,3308,3032
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,11/01/2026,2172,2676,2304
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,25/10/2025,2339,3343,2550
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,14/03/2025,1089,1737,1423
Uttar Pradesh,Agra,Agra Market,Apple,Royal,FAQ,04/04/2025,4600,7144,5913
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,05/01/2026,2312,3211,2552
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,31/01/2025,2185,3684,2889
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,22/07/2025,1677,2485,1893
West Bengal,Malda,Malda Yard,Rice,Basmati,FAQ,14/09/2025,2789,4662,3507
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,13/07/2025,3554,5106,4586
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,20/07/2025,1867,2529,2077
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,10/06/2025,2097,2938,2524
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,06/08/2025,2022,2813,2621
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,03/05/2025,1583,1973,1845
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,11/04/2026,5138,7415,5973
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,13/02/2025,1571,2220,1821
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,11/06/2025,1317,2181,1623
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,10/04/2025,3772,5270,4556
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,28/07/2025,1275,1799,1499
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,12/02/2026,4242,6387,4892
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,16/12/2025,2329,2708,2513
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,18/02/2026,2379,3870,3058
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,07/02/2026,2037,3118,2521
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,01/02/2026,3245,5488,4068
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,18/10/2025,1931,2936,2274
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,21/03/2026,5367,6372,5922
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,28/03/2025,1444,2093,1846
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,06/02/2025,1672,2084,1849
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,25/03/2026,5908,8417,6320
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,06/07/2025,1579,2486,1902
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,07/07/2025,1968,2574,2250
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,19/08/2025,3261,4424,3526
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,09/02/2026,3260,3752,3566
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,23/03/2025,2575,3124,2797
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,27/08/2025,1075,1625,1255
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,10/01/2026,2279,2829,2420
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,18/06/2025,1718,2585,2100
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,23/05/2025,1678,2607,1954
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,18/10/2025,955,1278,1098
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,20/04/2025,2163,3128,2342
Tamil Nadu,Coimbatore,Mettupalayam Yard,Potato,Jyoti,FAQ,10/05/2025,1226,1713,1600
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,24/03/2026,1701,2222,1841
Tamil Nadu,Coimbatore,Mettupalayam Yard,Tomato,Hybrid,Non-FAQ,02/03/2026,2379,3018,2561
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,28/06/2025,2368,3388,2799
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,13/04/2026,1494,1900,1805
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,06/01/2026,1885,2476,2159
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,19/03/2025,2197,2814,2346
Karnataka,Bengaluru,Yeshwanthpur Market,Apple,Royal,FAQ,12/12/2025,4567,5621,5348
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,19/08/2025,2607,3195,3012
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,23/12/2025,1977,2937,2525
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,14/12/2025,1956,3363,2599
